selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,age
950000,26000,1,1,1,1,19.6,1461.0,108.45,4
645000,139000,1,1,2,1,11.79,2179.0,120.0,8
750000,60000,1,1,1,2,15.1,2179.0,140.0,8
650000,40000,2,1,1,1,11.7,1796.0,178.0,16
800000,25000,2,1,1,1,15.85,1499.0,110.4,7
350000,60000,2,1,1,2,14.53,1798.0,138.0,12
700000,25000,2,1,1,1,15.85,1499.0,110.4,7
335000,15000,2,1,1,1,17.5,1298.0,85.8,11
270000,110000,1,1,1,1,19.3,1248.0,73.9,10
320000,100000,1,1,1,2,19.3,1248.0,73.9,12
120000,120000,2,1,1,1,17.8,1086.0,63.0,15
730000,55000,2,1,2,2,12.3,1781.0,163.2,12
125000,120000,2,1,1,3,15.0,1586.0,104.68,15
150000,35000,2,1,1,1,18.2,1061.0,64.0,15
310000,13000,2,1,1,1,24.7,796.0,47.3,4
625000,50000,1,1,1,1,26.59,1248.0,74.0,7
267000,40000,2,1,1,1,20.36,1197.0,78.9,10
600000,25000,2,1,1,1,17.19,1197.0,81.86,6
180000,110000,2,1,1,2,15.37,1196.0,73.0,11
700000,5000,2,1,1,1,23.87,1197.0,88.5,3
121000,50000,2,1,1,2,16.1,796.0,37.0,9
350000,80000,2,1,1,3,18.9,1197.0,82.0,8
869999,225000,1,1,1,2,12.99,2494.0,100.0,10
80000,100000,2,1,1,3,17.3,1061.0,64.0,14
120000,93331,2,1,1,2,19.81,1086.0,68.05,14
370000,120000,1,1,1,2,13.5,2179.0,115.0,10
750000,70000,1,1,1,1,19.01,1461.0,108.5,7
484999,100000,1,1,1,1,15.96,2523.0,63.0,7
120000,90000,1,1,1,2,13.1,1493.0,82.0,16
3100000,90000,1,1,2,1,15.04,2755.0,174.5,6
750000,6500,2,1,2,1,21.21,1197.0,81.8,3
350000,80000,2,1,1,1,11.96,1298.0,80.0,12
400000,100000,1,1,1,3,12.05,2179.0,120.0,14
570000,120000,1,1,1,2,23.59,1364.0,67.05,7
180000,120000,2,1,1,2,21.1,814.0,55.2,10
68000,110000,2,1,1,3,13.1,1598.0,77.0,24
280000,150000,1,1,1,3,18.7,1896.0,66.0,16
90000,120000,1,1,1,4,16.1,1405.0,70.0,17
2600000,100000,1,1,2,2,15.26,2143.0,203.2,7
700000,63000,1,1,1,1,15.3,2956.0,83.83,4
1850000,40000,1,1,2,2,17.9,2143.0,136.0,6
685000,109000,1,2,1,1,22.7,1498.0,89.84,7
565000,114000,1,2,1,1,25.2,1248.0,73.94,7
1600000,33000,2,2,2,2,14.7,1798.0,177.5,5
395000,160000,1,2,1,3,24.0,1120.0,70.0,8
425000,101000,1,2,1,1,21.9,1396.0,88.76,9
1350000,5400,1,2,1,5,22.27,1498.0,108.6,3
1950000,45000,1,2,2,2,16.38,1995.0,183.0,6
535000,31000,2,2,2,1,24.04,999.0,67.0,4
500000,31000,2,2,1,1,23.01,999.0,67.0,4
434999,55000,2,2,1,1,20.52,1197.0,81.8,6
250000,55000,2,2,2,1,21.9,624.0,37.48,4
700000,117000,1,2,1,1,22.32,1582.0,126.32,8
1100000,102000,1,2,2,1,19.62,1995.0,187.74,12
900000,108000,1,2,2,1,17.42,1968.0,175.0,10
425000,75000,2,2,1,1,20.52,1197.0,81.8,7
1600000,74000,1,2,2,1,10.0,2148.0,170.0,11
325000,158000,1,2,1,1,24.4,1499.0,98.96,9
1140000,10000,1,1,2,1,21.5,1497.0,108.5,3
980000,53000,1,1,1,1,17.6,2179.0,147.94,5
1920000,20000,1,1,1,2,16.3,1956.0,170.0,5
808000,5000,2,1,1,1,18.24,999.0,108.6,2
550000,30000,2,1,1,1,19.1,1197.0,85.8,8
215000,64000,2,1,1,1,19.7,796.0,46.3,12
512000,10500,2,1,1,1,18.16,1196.0,86.8,6
215000,50000,2,1,1,2,19.7,796.0,46.3,11
500000,60000,1,1,1,1,20.5,1598.0,103.5,10
700000,35000,1,1,1,1,21.14,1498.0,103.52,7
525000,135000,1,1,1,1,13.93,2179.0,138.03,10
550000,70000,1,1,1,2,12.05,2179.0,120.0,11
750000,80000,1,1,1,1,24.3,1248.0,88.5,6
395000,25000,2,1,1,1,21.63,998.0,67.0,5
675000,5000,2,1,1,1,18.6,1197.0,81.83,5
140000,80000,2,1,1,3,17.92,1086.0,62.1,14
430000,120000,1,1,1,2,12.05,2179.0,120.0,11
300000,10000,2,1,1,1,20.51,998.0,67.04,8
355000,68000,1,1,1,1,22.1,1248.0,76.9,9
180000,35000,2,1,1,2,22.74,796.0,47.3,7
125000,50000,2,1,1,1,15.3,1193.0,65.3,15
810000,29700,1,1,1,1,25.1,1248.0,88.5,4
671000,20000,2,1,2,1,18.6,1368.0,98.63,4
295000,20000,2,1,1,1,24.7,796.0,47.3,4
850000,40000,1,1,1,1,24.52,1248.0,88.5,5
409999,90000,1,1,1,1,22.9,1248.0,74.0,9
600000,90000,2,1,1,1,16.02,1373.0,93.7,7
600000,80000,1,1,1,1,15.96,2523.0,62.1,7
220000,60000,2,1,1,3,18.9,998.0,67.1,10
550000,56000,1,1,1,1,23.4,1248.0,74.0,9
650000,50000,1,1,1,1,14.0,2523.0,75.0,8
655000,50000,1,1,1,2,14.0,2523.0,75.0,8
130000,74000,1,1,1,1,13.7,1948.0,68.0,16
400000,123000,1,1,1,1,19.01,1461.0,108.45,8
155000,54000,2,1,1,1,19.7,796.0,46.3,13
250000,50000,2,1,1,1,15.64,1193.0,64.1,9
400000,80000,2,1,1,2,18.9,1197.0,82.0,8
500000,10000,2,1,1,1,19.02,1198.0,67.05,3
565000,10000,2,1,2,1,20.3,1086.0,68.0,4
900000,40000,1,1,1,1,23.0,1498.0,98.96,4
650000,120000,1,1,1,1,16.5,1493.0,70.0,5
600000,45000,1,1,1,1,15.96,2523.0,62.1,9
800000,35000,1,1,1,1,28.4,1248.0,74.02,4
575000,60000,1,1,1,1,22.54,1396.0,88.73,7
550000,40000,2,1,2,1,17.01,1499.0,110.4,6
190000,80000,2,1,1,3,15.5,1586.0,103.3,11
750000,37000,1,1,1,1,23.0,1498.0,98.96,5
625000,22000,2,1,1,1,21.4,1197.0,83.1,4
799000,60000,1,1,1,2,22.54,1396.0,88.73,4
300000,57000,2,1,1,2,20.51,998.0,67.04,9
850000,27000,2,1,1,1,20.73,1373.0,91.1,5
130000,70000,2,1,1,1,18.0,995.0,62.0,10
229999,40000,2,1,1,2,20.92,998.0,67.1,11
400000,60000,2,1,1,1,23.1,998.0,67.04,7
900000,35000,1,1,1,1,16.55,2498.0,105.0,4
800000,70000,1,1,1,1,15.4,1997.0,120.0,7
250999,43000,2,1,1,2,21.1,814.0,55.2,7
250000,110000,2,1,1,2,15.0,1368.0,90.0,11
100000,100000,2,1,1,2,15.7,1172.0,67.0,13
450000,64000,2,1,1,1,20.4,1197.0,81.8,6
575000,96000,1,1,1,1,19.87,1461.0,83.8,5
400000,96000,1,1,1,1,20.46,1461.0,83.8,9
480000,7600,2,1,1,1,21.63,998.0,67.0,3
490000,7000,2,1,1,1,21.63,998.0,67.0,3
150000,120000,1,1,1,2,17.0,1405.0,70.0,15
600000,50000,1,1,1,1,22.95,1248.0,74.0,5
500000,50000,1,1,1,2,24.4,1120.0,71.0,7
425000,80000,1,1,1,1,23.0,1248.0,88.7,7
108000,200000,1,1,1,2,13.1,1493.0,82.0,19
1030000,190000,1,1,1,1,12.99,2494.0,100.6,7
360000,34000,2,1,1,1,20.51,998.0,67.04,7
290000,80000,2,1,1,2,16.47,1198.0,73.9,10
70000,20000,1,1,1,1,15.9,1527.0,57.0,19
320000,70000,1,1,1,2,15.3,2956.0,83.8,10
755000,29340,1,1,1,1,22.32,1582.0,126.32,8
215000,120000,1,1,1,1,20.0,1399.0,68.0,11
735000,200000,1,1,1,2,12.8,2494.0,102.0,11
190000,70000,2,1,1,2,19.81,1086.0,68.05,15
1365000,80800,1,1,1,2,12.99,2494.0,100.6,8
675000,24265,2,2,1,1,18.7,1199.0,88.7,4
438999,81000,1,2,1,1,23.4,1248.0,74.0,8
550000,240000,1,1,1,1,19.98,1461.0,108.5,7
409999,35000,2,1,1,1,19.1,1197.0,85.8,9
350000,15000,2,1,1,1,25.17,799.0,53.3,3
135000,49000,1,1,1,3,25.44,936.0,57.6,10
1490000,56900,1,1,1,2,13.68,2393.0,147.8,6
520000,70000,1,1,1,2,25.2,1248.0,74.0,8
315000,180000,1,1,1,1,19.3,1248.0,73.9,12
235000,50000,2,1,1,1,19.0,998.0,66.1,12
80500,50000,2,1,1,3,13.2,1495.0,94.0,17
375000,88200,1,1,1,1,23.2,1248.0,73.94,9
189000,93000,2,1,1,2,16.1,1197.0,85.0,16
550000,120000,1,1,1,1,25.8,1498.0,98.6,5
260000,110000,1,1,1,2,17.8,1399.0,68.0,11
300000,40000,2,1,1,1,23.95,998.0,67.05,7
350000,120000,2,1,1,2,17.0,1497.0,118.0,12
892000,10000,1,1,1,1,24.3,1248.0,88.5,3
285000,70000,1,1,1,2,20.3,1248.0,92.0,10
300000,60000,3,1,1,1,19.2,1086.0,68.05,10
620000,90000,1,1,1,1,28.09,1248.0,88.5,6
750000,90000,1,1,1,1,24.3,1248.0,88.5,5
270000,35000,2,1,1,1,22.74,796.0,47.3,6
300000,40000,2,1,1,2,17.92,1086.0,62.1,10
220000,80000,1,1,1,1,23.03,1396.0,69.0,11
260000,99000,2,1,1,2,15.5,1586.0,103.3,10
600000,7500,2,1,2,1,21.21,1197.0,81.8,3
80000,60000,2,1,1,1,23.9,624.0,37.48,7
300000,40800,2,1,1,1,21.1,814.0,55.2,6
300000,70000,2,1,1,1,17.57,1193.0,88.7,7
400000,100000,2,1,1,1,18.15,1198.0,82.0,6
550000,8588,2,1,1,1,22.0,1197.0,81.8,6
1200000,40000,1,1,1,1,25.6,1498.0,97.9,3
500000,60000,1,1,1,1,25.83,1498.0,99.0,7
93000,80000,2,1,1,3,15.9,1298.0,85.0,17
500000,110000,1,1,1,1,26.0,1498.0,98.6,8
670000,150000,1,1,1,1,23.59,1364.0,67.05,4
750000,120000,1,1,1,2,12.8,2494.0,102.0,10
370000,30000,2,1,1,1,23.95,998.0,67.05,5
100000,70000,2,1,1,2,16.1,796.0,37.0,10
425000,50000,2,1,1,1,19.81,1086.0,68.05,6
370000,305000,1,1,1,4,12.8,2494.0,102.0,16
229999,212000,1,1,1,3,11.57,2179.0,138.1,13
850000,35000,1,1,1,1,24.52,1248.0,88.5,6
750000,22000,1,1,1,1,21.03,1461.0,65.0,4
235000,50000,1,1,1,1,10.71,1948.0,90.0,12
700000,70000,1,1,1,1,25.5,1498.0,98.6,5
480000,56000,1,1,1,1,24.0,1120.0,70.0,6
475000,50000,1,1,1,1,22.95,1248.0,74.0,6
610000,120000,1,1,1,1,21.14,1498.0,103.52,7
650000,120000,1,1,1,2,12.8,2494.0,102.0,11
800000,70000,1,1,1,1,25.5,1498.0,98.6,5
520000,120000,1,1,1,1,11.57,2179.0,138.1,7
160000,90000,1,1,1,1,25.0,1396.0,69.0,8
1000000,70000,1,1,1,1,25.1,1248.0,88.5,4
700000,120000,1,1,1,2,20.77,1248.0,88.76,7
590000,70000,1,1,1,2,25.8,1498.0,98.6,5
140000,80000,2,1,1,2,18.9,998.0,67.1,20
725000,100000,1,1,1,2,18.49,1493.0,100.0,5
1680000,157000,1,1,1,1,13.68,2393.0,147.8,5
550000,50000,1,1,1,1,26.59,1248.0,74.0,7
240000,90000,1,1,1,2,23.2,1248.0,73.94,10
667000,65000,1,1,1,1,14.6,2231.0,184.0,9
670000,50000,1,1,1,1,27.3,1498.0,98.6,5
550000,110000,1,1,1,1,26.59,1248.0,74.0,7
400000,30000,2,1,1,1,23.1,998.0,67.04,7
545000,80000,1,1,1,2,22.32,1582.0,126.32,8
599000,70000,2,1,1,1,16.02,1373.0,93.7,7
725000,100000,1,1,1,1,21.38,1396.0,88.7,6
525000,120000,2,1,1,2,17.4,1497.0,117.3,7
204999,85000,1,1,1,2,21.1,1248.0,73.9,11
190000,110000,1,1,1,1,21.0,1199.0,75.0,10
310000,60000,1,1,1,4,24.0,1120.0,70.0,7
380000,90000,1,1,1,2,24.0,1120.0,70.0,6
204000,110000,2,1,1,3,20.92,998.0,67.1,10
350000,25000,2,1,1,1,20.3,998.0,68.05,4
350000,100000,1,1,1,1,20.54,1598.0,103.6,9
175000,120000,1,1,1,2,20.0,1399.0,68.0,10
340000,90000,1,1,1,1,20.54,1598.0,103.6,11
950000,35000,2,1,1,1,17.4,1497.0,117.6,5
894999,35000,2,1,1,1,17.8,1497.0,117.3,5
350000,101200,1,1,1,2,15.3,2956.0,83.83,8
100000,90000,2,1,1,2,12.8,1396.0,85.0,17
550000,76000,1,1,1,1,26.59,1248.0,74.0,6
100000,60000,1,1,1,3,16.1,1405.0,70.0,18
800000,90000,1,1,1,1,16.0,2179.0,140.0,6
525000,80000,1,1,1,2,15.96,2523.0,62.1,9
500000,179150,1,1,1,2,11.57,2179.0,138.1,14
42000,62000,2,1,1,1,16.1,796.0,37.0,19
190000,160000,2,1,1,3,17.5,1197.0,85.8,13
694000,35000,1,1,1,1,28.4,1248.0,74.02,3
861999,120000,1,1,2,1,16.0,2179.0,140.0,6
650000,50000,1,1,1,1,25.8,1498.0,98.6,5
310000,70000,1,1,1,2,19.3,1248.0,73.9,11
360000,97000,1,1,1,1,22.9,1248.0,74.0,9
240000,90000,1,1,1,2,19.3,1248.0,73.9,11
500000,84487,1,1,1,4,15.1,2179.0,140.0,10
475000,100000,1,1,1,2,12.8,2494.0,102.0,12
100000,60000,2,1,1,3,19.7,796.0,46.3,15
200000,110000,2,1,1,3,15.0,1586.0,104.68,13
430000,264000,1,1,1,1,12.8,2494.0,102.0,16
245000,146000,1,1,1,4,14.0,2498.0,112.0,12
450000,70000,1,1,1,1,23.4,1248.0,74.0,8
800000,51146,1,1,1,1,24.3,1248.0,88.5,5
215000,40000,2,1,1,1,21.1,1197.0,85.8,11
760000,50000,1,1,1,1,24.3,1248.0,88.5,5
416000,80000,1,1,1,1,20.14,1498.0,88.8,7
195000,120000,2,1,1,1,18.9,998.0,67.1,11
325000,23000,2,1,1,1,24.7,796.0,47.3,5
145000,70000,2,1,1,2,20.92,998.0,67.1,12
675000,23000,1,1,1,1,28.4,1248.0,74.0,4
340000,30000,2,1,1,2,20.51,998.0,67.04,6
340000,50000,1,1,1,1,19.0,1248.0,90.0,11
260000,40000,2,1,1,1,16.8,796.0,34.2,8
300000,50000,2,1,1,1,22.74,796.0,47.3,7
75000,60000,2,1,1,2,16.1,796.0,37.0,15
350000,80000,1,1,1,1,19.4,1405.0,70.0,11
170000,150000,1,1,1,3,21.12,1248.0,88.8,12
600000,40000,2,1,1,1,19.0,1197.0,85.8,4
800000,25000,2,1,2,1,16.8,1497.0,118.0,12
850000,120000,1,1,1,2,17.0,2650.0,80.84,4
980000,120000,1,1,1,2,15.1,2179.0,140.0,8
850000,298000,1,1,1,2,13.1,2499.0,141.0,11
340000,270000,1,1,1,3,14.07,2956.0,68.4,10
900000,50000,1,1,2,2,24.3,1248.0,88.5,4
310000,120000,1,1,1,2,19.3,1248.0,73.9,12
600000,60000,1,1,1,3,20.77,1248.0,88.8,9
270000,149000,1,1,1,2,19.3,1248.0,73.9,14
509999,5000,2,1,1,1,20.3,1086.0,68.0,3
225000,70000,1,1,1,2,19.4,1405.0,70.0,9
280000,55000,2,1,1,1,20.36,1197.0,78.9,7
490000,100000,1,1,1,1,27.28,1047.0,69.0,6
440000,120000,1,1,1,1,15.96,2523.0,62.1,9
500000,291977,1,1,1,1,14.0,2179.0,138.1,8
476999,85000,2,1,1,3,11.1,2354.0,158.8,17
590000,70000,2,1,1,3,17.19,1197.0,81.86,7
500000,120000,1,1,1,1,13.1,2499.0,141.0,12
600000,40000,1,1,1,1,22.77,1498.0,98.59,7
750000,70000,1,1,1,1,15.4,1997.0,120.0,6
2950000,39000,1,2,2,1,19.59,1995.0,187.74,5
5200000,10000,1,2,2,1,18.12,1995.0,190.0,3
695000,36800,1,2,1,1,20.14,1498.0,88.0,3
690000,52200,1,2,1,1,26.59,1248.0,74.0,4
409999,78000,1,2,1,1,24.0,1186.0,73.97,6
1650000,16000,1,2,1,1,17.0,1956.0,167.67,2
2375000,30000,1,2,2,1,15.73,1968.0,174.33,6
525000,29000,1,2,1,2,24.0,1186.0,73.97,5
2150000,25000,1,2,1,1,16.3,1956.0,170.63,3
540000,60000,1,1,1,2,15.1,2179.0,140.0,9
2750000,60000,1,2,2,2,12.55,2982.0,168.5,5
1000000,112000,1,2,1,2,15.4,1997.0,120.0,6
2900000,15000,1,2,2,1,18.25,1968.0,187.74,4
725000,40000,1,2,1,1,18.49,1493.0,100.0,5
975000,36000,1,2,1,1,28.09,1248.0,88.5,4
355000,60000,2,2,1,1,21.79,998.0,67.05,6
400000,120000,2,1,1,1,11.1,2354.0,158.8,14
265000,48000,2,2,1,1,24.7,796.0,47.3,7
650000,40000,1,2,1,1,20.14,1498.0,88.0,4
720000,60000,1,1,1,1,28.09,1248.0,88.5,5
850000,25000,2,1,1,1,17.01,1591.0,121.3,6
290000,42000,2,1,1,1,23.95,998.0,67.05,7
1200000,35000,2,1,2,2,10.93,2497.0,204.0,12
600000,90000,1,1,2,2,18.49,1493.0,100.0,6
300000,90000,1,1,1,2,21.1,1248.0,73.9,11
225000,110000,1,1,1,2,23.08,1461.0,63.12,10
240000,70000,1,1,1,2,19.3,1248.0,73.9,13
700000,80000,1,1,1,1,22.32,1582.0,126.32,8
470000,70000,1,1,1,2,25.2,1248.0,74.0,8
800000,80000,1,1,1,1,21.19,1396.0,88.73,6
450000,90000,1,1,1,1,19.01,1461.0,108.45,10
90000,90000,1,1,1,3,17.2,1396.0,53.5,15
450000,120000,1,1,1,2,21.43,1364.0,87.2,12
1465000,62000,1,2,2,1,11.36,2755.0,171.5,5
925000,79000,1,2,1,1,19.67,1582.0,126.2,6
1385000,60000,1,2,1,2,13.68,2393.0,147.8,6
2000000,20000,1,1,1,1,12.55,2982.0,168.5,7
80000,248200,1,1,1,2,16.1,1405.0,70.0,18
300000,110000,1,1,1,2,10.5,2179.0,120.0,15
360000,100000,1,1,1,1,19.3,1248.0,73.9,13
320000,70000,1,1,1,2,16.2,1493.0,110.0,12
99000,100000,1,1,1,2,12.8,1995.0,52.0,28
780000,50000,1,1,1,2,24.52,1248.0,88.5,6
620000,139000,1,1,1,1,20.77,1248.0,88.76,9
100000,120000,2,1,1,3,13.1,1781.0,149.5,16
210000,35000,2,1,1,2,16.7,1172.0,64.1,8
786000,7720,2,1,1,1,20.0,999.0,71.0,3
1000000,50000,1,1,1,1,15.1,2179.0,140.0,8
120000,60000,1,1,1,2,20.8,1527.0,58.0,20
750000,100000,1,1,1,1,20.8,1461.0,64.1,6
550000,57882,2,1,1,1,18.6,1197.0,81.83,6
875000,142000,1,1,1,1,14.1,2179.0,147.94,4
890000,140000,1,1,1,3,14.1,2179.0,147.94,4
550000,30000,1,1,1,1,15.96,2523.0,62.1,7
400000,10000,2,1,1,1,19.83,1198.0,67.0,4
290000,30000,2,1,1,2,23.1,998.0,67.04,7
150000,90000,1,1,1,1,19.09,1396.0,69.0,10
300000,35000,2,1,1,2,15.37,1196.0,73.0,7
500000,5000,2,1,1,1,20.3,1086.0,68.0,3
250000,50000,1,1,1,1,21.02,1248.0,88.8,9
220000,80000,1,1,1,1,23.03,1396.0,69.0,9
650000,242000,1,1,1,4,12.8,2494.0,102.0,13
5500000,22000,1,1,2,1,17.09,2993.0,261.4,4
875000,30000,1,2,2,1,28.4,1248.0,74.02,5
785000,9000,2,2,1,1,18.6,1197.0,81.83,3
819999,30000,2,2,1,1,17.5,1199.0,88.7,5
2950000,60000,1,2,2,1,21.76,1995.0,188.0,6
1925000,27000,1,2,1,1,13.68,2393.0,147.51,6
885000,39000,1,2,1,1,25.5,1498.0,98.6,5
680000,64000,2,2,2,1,16.05,1499.0,110.4,7
960000,42000,1,2,1,1,23.0,1498.0,98.96,5
385000,45000,2,2,1,1,18.5,1198.0,86.8,10
1650000,15000,1,2,1,1,17.0,1956.0,167.67,3
890000,55000,1,2,1,1,18.49,1493.0,100.0,4
1275000,64000,1,2,2,1,11.4,2953.0,153.86,7
6000000,27000,1,2,2,1,17.09,2993.0,261.4,4
1025000,15000,2,2,2,1,20.28,1462.0,103.25,3
675000,69000,2,2,2,1,17.2,1197.0,103.6,6
700000,80000,2,2,1,1,22.0,1197.0,81.8,5
780000,60000,1,2,1,1,22.77,1498.0,98.59,6
1050000,70000,1,2,1,1,22.32,1582.0,126.32,5
2700000,105000,1,2,2,2,13.22,2967.0,241.4,7
400000,100000,1,1,1,1,22.95,1248.0,74.0,6
400000,100000,1,1,1,1,15.96,2523.0,62.1,11
85000,90000,2,1,1,2,19.7,796.0,46.3,13
1300000,35000,1,1,1,1,17.6,2179.0,153.86,4
819999,11500,1,1,1,1,18.49,1493.0,100.0,4
620000,40000,1,1,2,1,18.49,1493.0,100.0,7
260000,50000,2,1,1,1,23.01,999.0,67.0,4
484999,55380,2,2,1,1,18.9,1197.0,82.0,7
2500000,13500,1,2,2,1,14.74,2993.0,270.9,7
650000,18816,2,2,1,1,17.0,1198.0,73.75,5
1748999,33019,1,2,1,1,13.68,2393.0,147.8,5
925000,18000,2,2,2,1,15.6,1497.0,116.3,5
810000,47747,1,2,1,1,28.09,1248.0,88.5,5
910000,70000,1,1,1,2,12.99,2494.0,100.0,9
300000,60000,1,1,1,2,17.88,1405.0,48.21,6
120000,80000,2,1,1,2,17.3,993.0,60.0,18
490000,45900,2,1,1,2,18.6,1197.0,81.83,7
425000,70000,1,1,1,1,25.8,1498.0,98.6,9
155000,40000,2,1,1,1,19.7,796.0,46.3,11
490000,90000,1,1,1,2,12.05,2179.0,120.0,9
132000,105000,2,1,1,1,19.7,796.0,46.3,12
750000,30000,1,1,1,1,22.54,1396.0,88.76,4
225000,20000,2,1,1,1,18.9,998.0,67.1,11
240000,80000,2,1,1,1,20.36,1197.0,78.9,11
33351,90000,2,1,1,3,18.9,998.0,67.1,18
80000,80000,2,1,1,2,18.0,995.0,62.0,12
40000,120000,2,1,1,1,16.1,796.0,37.0,18
1100000,50000,1,1,1,2,21.9,1498.0,98.6,3
380000,80000,1,1,1,2,24.4,1120.0,71.0,6
300000,120000,1,1,1,2,11.57,2179.0,138.1,11
240000,50000,2,1,1,1,22.74,796.0,47.3,8
325000,70000,1,1,1,1,22.9,1248.0,74.0,11
400000,130000,1,1,1,1,25.32,1198.0,77.0,6
800000,50000,1,1,1,1,21.04,1461.0,83.8,5
950000,80000,1,1,1,1,23.0,1498.0,98.96,4
300000,120000,1,1,1,4,22.9,1248.0,74.0,9
530000,59000,2,1,1,1,18.15,1198.0,82.0,5
350000,100000,1,1,1,3,18.2,1248.0,73.8,9
168000,50000,2,1,2,1,11.0,2359.0,165.0,14
240000,45000,2,1,1,2,25.17,799.0,53.3,6
220000,80000,1,1,1,4,19.3,1248.0,73.9,12
110000,80000,2,1,1,4,18.9,1061.0,67.0,14
850000,100000,1,1,1,1,24.3,1248.0,88.5,6
2064000,24000,1,1,1,1,13.68,2393.0,147.8,4
950000,25000,1,1,1,1,25.1,1248.0,88.5,4
200000,68697,2,1,1,3,21.1,814.0,55.2,9
660000,30000,1,1,1,1,25.2,1248.0,74.0,5
420000,40000,1,1,1,2,25.8,1498.0,98.6,9
150000,29000,2,1,1,1,16.5,1172.0,65.0,12
175000,68000,1,1,1,2,25.44,936.0,57.6,9
750000,15000,2,1,2,1,18.1,1199.0,88.7,4
425000,70000,1,1,1,1,23.2,1248.0,73.94,8
790000,126000,1,1,1,3,21.43,1364.0,87.2,7
830000,300000,1,1,1,3,12.8,2494.0,102.0,11
650000,94000,1,1,1,2,24.5,1498.0,98.6,7
780000,129000,1,1,1,3,21.43,1364.0,87.2,7
180000,55000,2,1,1,2,19.81,1086.0,68.05,12
869999,40000,1,1,1,1,23.0,1498.0,98.96,3
275000,50000,1,1,1,1,21.12,1248.0,88.8,11
630000,25000,2,1,1,2,18.6,1197.0,81.83,5
150000,60000,2,1,1,2,13.4,1794.0,125.0,14
315000,25000,2,1,1,1,22.74,796.0,47.3,6
189000,70000,1,1,1,2,23.57,1396.0,70.0,11
580000,120000,1,1,1,1,23.4,1248.0,74.0,8
825000,35000,1,1,1,1,24.3,1248.0,88.5,4
650000,60000,1,1,1,2,14.1,2179.0,148.0,6
50000,62000,2,1,1,2,13.0,1343.0,90.0,18
200000,120000,2,1,1,2,16.25,1198.0,73.9,11
135000,120000,1,1,1,3,15.42,1405.0,70.0,9
680000,80000,1,1,1,1,22.54,1396.0,88.73,5
670000,80000,1,1,1,1,22.54,1396.0,88.73,5
1000000,60000,1,1,2,1,16.73,1995.0,218.0,12
240000,80000,2,1,1,2,20.92,998.0,67.1,12
555000,147279,1,1,1,2,17.0,2200.0,139.01,8
455000,98000,1,1,1,1,20.5,1598.0,103.5,9
750000,25000,1,1,1,1,28.4,1248.0,74.02,4
700000,90000,1,1,2,1,26.59,1248.0,74.0,6
220000,22000,2,1,2,1,21.9,624.0,37.48,6
160000,120000,1,1,1,1,25.0,1396.0,69.0,8
225000,100000,1,1,1,2,22.1,1248.0,76.9,9
140000,120000,1,1,1,2,19.09,1396.0,69.0,14
600000,70000,1,1,1,2,23.4,1248.0,74.0,8
1000000,24700,1,1,1,1,16.0,2179.0,140.0,7
65000,100000,2,1,1,3,18.0,995.0,62.0,14
500000,10000,2,1,1,1,20.89,1197.0,81.8,3
1150000,43526,1,2,1,1,16.0,2179.0,140.0,5
320000,55885,2,2,1,1,16.25,1198.0,75.0,10
950000,16034,1,2,1,1,21.7,1498.0,98.96,3
250000,156040,1,2,1,1,20.0,1399.0,68.0,10
400000,93415,1,2,1,1,13.1,2499.0,141.0,18
1100000,122000,1,1,2,2,18.48,1995.0,177.0,14
600000,20000,1,1,1,1,27.39,1248.0,74.0,5
509999,46000,2,1,1,1,22.0,1197.0,81.8,5
395000,50000,2,1,1,3,15.41,1598.0,103.2,6
469000,5000,2,1,1,1,21.79,998.0,67.05,4
250000,42000,2,1,1,1,24.7,796.0,47.3,5
130000,68519,2,2,1,1,16.2,995.0,62.1,11
906000,30000,1,1,1,1,23.0,1498.0,98.96,3
160000,85000,1,1,1,1,20.0,1399.0,68.0,11
300000,88000,2,1,1,1,17.5,1298.0,85.8,10
60000,100000,2,1,1,4,14.0,796.0,37.5,12
400000,100000,2,1,1,2,19.1,1197.0,85.8,8
450000,22966,2,2,1,1,23.84,1199.0,84.48,4
465000,80000,1,1,1,2,15.96,2523.0,62.1,8
325000,80000,1,1,1,2,22.9,1248.0,74.0,10
150000,70000,2,1,1,2,19.7,796.0,46.3,14
250000,2350,2,1,1,1,21.1,814.0,55.2,8
175000,50000,2,1,1,1,19.7,796.0,46.3,11
175000,58000,2,1,1,1,19.7,796.0,46.3,12
150000,80000,2,1,1,2,16.9,1497.0,100.0,16
797000,60000,1,1,1,1,16.5,1493.0,70.0,4
800000,35000,2,1,1,1,18.6,1197.0,81.86,3
750000,59872,1,1,1,1,15.96,2523.0,62.1,3
400000,140000,1,1,1,2,13.5,2179.0,115.0,11
160000,110000,2,1,1,1,19.7,796.0,46.3,10
700000,91182,1,1,1,1,15.96,2523.0,62.1,6
160000,60000,2,1,1,3,19.7,796.0,46.3,12
400000,100000,1,1,1,1,21.27,1396.0,88.76,10
451000,120000,1,1,1,1,23.59,1364.0,67.06,9
40000,80000,2,1,1,1,16.1,796.0,37.0,20
300000,70000,1,1,1,3,21.12,1248.0,88.8,10
421000,59500,2,1,1,2,23.1,998.0,67.04,5
950000,45000,1,1,1,1,24.3,1248.0,88.5,6
395000,75500,1,1,1,2,23.0,1396.0,90.0,11
